      Time   Sample #  Type  Sub Chan  Num	Aux
 1:31:07.460   546746     N    0    0    0
 1:31:08.220   546822     N    0    0    0
 1:31:08.960   546896     N    0    0    0
 1:31:09.680   546968     N    0    0    0
 1:31:10.370   547037     N    0    0    0
 1:31:11.060   547106     N    0    0    0
 1:31:11.960   547196     N    0    0    0
 1:31:12.950   547295     N    0    0    0
 1:31:13.880   547388     N    0    0    0
 1:31:14.810   547481     N    0    0    0
 1:31:15.740   547574     N    0    0    0
 1:31:16.670   547667     N    0    0    0
 1:31:17.600   547760     N    0    0    0
 1:31:18.530   547853     N    0    0    0
 1:31:19.450   547945     N    0    0    0
 1:31:20.380   548038     N    0    0    0
 1:31:21.310   548131     N    0    0    0
 1:31:22.220   548222     N    0    0    0
 1:31:23.150   548315     N    0    0    0
 1:31:24.060   548406     N    0    0    0
 1:31:24.960   548496     N    0    0    0
 1:31:25.860   548586     N    0    0    0
 1:31:26.760   548676     N    0    0    0
 1:31:27.620   548762     N    0    0    0
 1:31:28.490   548849     N    0    0    0
 1:31:29.340   548934     N    0    0    0
 1:31:30.140   549014     N    0    0    0
 1:31:30.930   549093     N    0    0    0
 1:31:31.700   549170     N    0    0    0
 1:31:32.430   549243     N    0    0    0
 1:31:33.120   549312     N    0    0    0
 1:31:33.790   549379     N    0    0    0
 1:31:34.430   549443     N    0    0    0
 1:31:35.050   549505     N    0    0    0
 1:31:35.660   549566     N    0    0    0
 1:31:36.260   549626     N    0    0    0
 1:31:36.880   549688     N    0    0    0
 1:31:37.510   549751     N    0    0    0
 1:31:38.130   549813     N    0    0    0
 1:31:38.750   549875     N    0    0    0
 1:31:39.360   549936     N    0    0    0
 1:31:39.970   549997     N    0    0    0
 1:31:40.580   550058     N    0    0    0
 1:31:41.190   550119     N    0    0    0
 1:31:41.790   550179     N    0    0    0
 1:31:42.390   550239     N    0    0    0
 1:31:42.980   550298     N    0    0    0
 1:31:43.580   550358     N    0    0    0
 1:31:44.180   550418     N    0    0    0
 1:31:44.770   550477     N    0    0    0
 1:31:45.370   550537     N    0    0    0
 1:31:45.960   550596     N    0    0    0
 1:31:46.560   550656     N    0    0    0
 1:31:47.150   550715     N    0    0    0
 1:31:47.760   550776     N    0    0    0
 1:31:48.380   550838     N    0    0    0
 1:31:49.030   550903     N    0    0    0
 1:31:49.740   550974     N    0    0    0
 1:31:50.470   551047     N    0    0    0
 1:31:51.210   551121     N    0    0    0
 1:31:51.950   551195     N    0    0    0
 1:31:52.680   551268     N    0    0    0
 1:31:53.420   551342     N    0    0    0
 1:31:54.200   551420     N    0    0    0
 1:31:55.040   551504     N    0    0    0
 1:31:55.860   551586     N    0    0    0
 1:31:56.690   551669     N    0    0    0
 1:31:57.500   551750     N    0    0    0
 1:31:58.400   551840     N    0    0    0
 1:31:59.330   551933     N    0    0    0
 1:32:00.190   552019     N    0    0    0
 1:32:01.040   552104     N    0    0    0
 1:32:01.910   552191     N    0    0    0
 1:32:02.790   552279     N    0    0    0
 1:32:03.660   552366     N    0    0    0
 1:32:04.590   552459     N    0    0    0
 1:32:05.510   552551     N    0    0    0
 1:32:06.480   552648     N    0    0    0
 1:32:07.460   552746     N    0    0    0
 1:32:08.330   552833     N    0    0    0
 1:32:09.160   552916     N    0    0    0
 1:32:10.040   553004     N    0    0    0
 1:32:10.840   553084     N    0    0    0
 1:32:11.650   553165     N    0    0    0
 1:32:12.450   553245     N    0    0    0
 1:32:13.340   553334     N    0    0    0
 1:32:14.430   553443     N    0    0    0
 1:32:15.370   553537     N    0    0    0
 1:32:16.230   553623     N    0    0    0
 1:32:17.110   553711     N    0    0    0
 1:32:17.980   553798     N    0    0    0
 1:32:18.840   553884     N    0    0    0
 1:32:19.740   553974     N    0    0    0
 1:32:20.630   554063     N    0    0    0
 1:32:21.480   554148     N    0    0    0
 1:32:22.330   554233     N    0    0    0
 1:32:23.170   554317     N    0    0    0
 1:32:23.990   554399     N    0    0    0
 1:32:24.810   554481     N    0    0    0
 1:32:25.630   554563     N    0    0    0
 1:32:26.440   554644     N    0    0    0
 1:32:27.250   554725     N    0    0    0
 1:32:28.090   554809     N    0    0    0
 1:32:28.950   554895     N    0    0    0
 1:32:29.810   554981     N    0    0    0
 1:32:30.670   555067     N    0    0    0
 1:32:31.570   555157     N    0    0    0
 1:32:32.440   555244     N    0    0    0
 1:32:33.300   555330     N    0    0    0
 1:32:34.200   555420     N    0    0    0
 1:32:35.040   555504     N    0    0    0
 1:32:35.840   555584     N    0    0    0
 1:32:36.610   555661     N    0    0    0
 1:32:37.390   555739     N    0    0    0
 1:32:38.210   555821     N    0    0    0
 1:32:39.000   555900     N    0    0    0
 1:32:39.770   555977     N    0    0    0
 1:32:40.550   556055     N    0    0    0
 1:32:41.420   556142     N    0    0    0
 1:32:42.280   556228     N    0    0    0
 1:32:43.140   556314     N    0    0    0
 1:32:43.950   556395     N    0    0    0
 1:32:44.730   556473     N    0    0    0
 1:32:45.520   556552     N    0    0    0
 1:32:46.330   556633     N    0    0    0
 1:32:47.120   556712     N    0    0    0
 1:32:47.920   556792     N    0    0    0
 1:32:48.740   556874     N    0    0    0
 1:32:49.550   556955     N    0    0    0
 1:32:50.400   557040     N    0    0    0
 1:32:51.240   557124     N    0    0    0
 1:32:52.180   557218     N    0    0    0
 1:32:53.090   557309     N    0    0    0
 1:32:53.980   557398     N    0    0    0
 1:32:54.880   557488     N    0    0    0
 1:32:55.830   557583     N    0    0    0
 1:32:56.710   557671     N    0    0    0
 1:32:57.600   557760     N    0    0    0
 1:32:58.550   557855     N    0    0    0
 1:32:59.440   557944     N    0    0    0
 1:33:00.370   558037     N    0    0    0
 1:33:01.390   558139     N    0    0    0
 1:33:02.380   558238     N    0    0    0
 1:33:03.290   558329     N    0    0    0
 1:33:04.230   558423     N    0    0    0
 1:33:05.130   558513     N    0    0    0
 1:33:06.060   558606     N    0    0    0
 1:33:06.970   558697     N    0    0    0
 1:33:07.850   558785     N    0    0    0
 1:33:08.800   558880     N    0    0    0
 1:33:09.820   558982     N    0    0    0
 1:33:10.770   559077     N    0    0    0
 1:33:11.720   559172     N    0    0    0
 1:33:12.790   559279     N    0    0    0
 1:33:13.800   559380     N    0    0    0
 1:33:14.830   559483     N    0    0    0
 1:33:16.070   559607     N    0    0    0
 1:33:17.280   559728     N    0    0    0
 1:33:18.460   559846     N    0    0    0
 1:33:19.590   559959     N    0    0    0
 1:33:20.680   560068     N    0    0    0
 1:33:21.780   560178     N    0    0    0
 1:33:22.820   560282     N    0    0    0
 1:33:23.690   560369     N    0    0    0
 1:33:24.510   560451     N    0    0    0
 1:33:25.290   560529     N    0    0    0
 1:33:26.050   560605     N    0    0    0
 1:33:26.800   560680     N    0    0    0
 1:33:27.580   560758     N    0    0    0
 1:33:28.450   560845     N    0    0    0
 1:33:29.360   560936     N    0    0    0
 1:33:30.220   561022     N    0    0    0
 1:33:31.030   561103     N    0    0    0
 1:33:31.810   561181     N    0    0    0
 1:33:32.550   561255     N    0    0    0
 1:33:33.270   561327     N    0    0    0
 1:33:33.990   561399     N    0    0    0
 1:33:34.720   561472     N    0    0    0
 1:33:35.850   561585     N    0    0    0
 1:33:36.860   561686     N    0    0    0
 1:33:37.810   561781     N    0    0    0
 1:33:38.660   561866     N    0    0    0
 1:33:39.470   561947     N    0    0    0
 1:33:40.290   562029     N    0    0    0
 1:33:41.190   562119     N    0    0    0
 1:33:42.190   562219     N    0    0    0
 1:33:43.130   562313     N    0    0    0
 1:33:44.090   562409     N    0    0    0
 1:33:45.100   562510     N    0    0    0
 1:33:46.080   562608     N    0    0    0
 1:33:47.030   562703     N    0    0    0
 1:33:48.020   562802     N    0    0    0
 1:33:49.000   562900     N    0    0    0
 1:33:49.970   562997     N    0    0    0
 1:33:50.900   563090     N    0    0    0
 1:33:51.850   563185     N    0    0    0
 1:33:52.830   563283     N    0    0    0
 1:33:53.790   563379     N    0    0    0
 1:33:54.780   563478     N    0    0    0
 1:33:55.800   563580     N    0    0    0
 1:33:56.830   563683     N    0    0    0
 1:33:57.930   563793     N    0    0    0
 1:33:59.030   563903     N    0    0    0
 1:34:00.140   564014     N    0    0    0
 1:34:01.260   564126     N    0    0    0
 1:34:02.340   564234     N    0    0    0
 1:34:03.470   564347     N    0    0    0
 1:34:04.540   564454     N    0    0    0
 1:34:05.600   564560     N    0    0    0
 1:34:06.680   564668     N    0    0    0
 1:34:07.740   564774     N    0    0    0
 1:34:08.820   564882     N    0    0    0
 1:34:09.930   564993     N    0    0    0
 1:34:11.020   565102     N    0    0    0
 1:34:12.070   565207     N    0    0    0
 1:34:13.150   565315     N    0    0    0
 1:34:14.210   565421     N    0    0    0
 1:34:15.350   565535     N    0    0    0
 1:34:16.420   565642     N    0    0    0
 1:34:17.500   565750     N    0    0    0
 1:34:18.650   565865     N    0    0    0
 1:34:19.760   565976     N    0    0    0
 1:34:20.910   566091     N    0    0    0
 1:34:21.930   566193     N    0    0    0
 1:34:22.790   566279     N    0    0    0
 1:34:23.610   566361     N    0    0    0
 1:34:24.390   566439     N    0    0    0
 1:34:25.240   566524     N    0    0    0
 1:34:26.060   566606     N    0    0    0
 1:34:26.860   566686     N    0    0    0
 1:34:27.650   566765     N    0    0    0
 1:34:28.470   566847     N    0    0    0
 1:34:29.370   566937     N    0    0    0
 1:34:30.320   567032     N    0    0    0
 1:34:31.280   567128     N    0    0    0
 1:34:32.320   567232     N    0    0    0
 1:34:33.360   567336     N    0    0    0
 1:34:34.340   567434     N    0    0    0
 1:34:35.380   567538     N    0    0    0
 1:34:36.440   567644     N    0    0    0
 1:34:37.430   567743     N    0    0    0
 1:34:38.430   567843     N    0    0    0
 1:34:39.420   567942     N    0    0    0
 1:34:40.340   568034     N    0    0    0
 1:34:41.240   568124     N    0    0    0
 1:34:42.130   568213     N    0    0    0
 1:34:43.050   568305     N    0    0    0
 1:34:43.940   568394     N    0    0    0
 1:34:44.990   568499     N    0    0    0
 1:34:46.080   568608     N    0    0    0
 1:34:47.100   568710     N    0    0    0
 1:34:48.190   568819     N    0    0    0
 1:34:49.320   568932     N    0    0    0
 1:34:50.350   569035     N    0    0    0
 1:34:51.400   569140     N    0    0    0
 1:34:52.420   569242     N    0    0    0
 1:34:53.400   569340     N    0    0    0
 1:34:54.380   569438     N    0    0    0
 1:34:55.320   569532     N    0    0    0
 1:34:56.350   569635     N    0    0    0
 1:34:57.540   569754     N    0    0    0
 1:34:58.710   569871     N    0    0    0
 1:34:59.910   569991     N    0    0    0
 1:35:01.050   570105     N    0    0    0
 1:35:02.160   570216     N    0    0    0
 1:35:03.270   570327     N    0    0    0
 1:35:04.280   570428     N    0    0    0
 1:35:05.270   570527     N    0    0    0
 1:35:06.350   570635     N    0    0    0
 1:35:07.370   570737     N    0    0    0
 1:35:08.420   570842     N    0    0    0
 1:35:09.520   570952     N    0    0    0
 1:35:10.520   571052     N    0    0    0
 1:35:11.450   571145     N    0    0    0
 1:35:12.320   571232     N    0    0    0
 1:35:13.170   571317     N    0    0    0
 1:35:14.060   571406     N    0    0    0
 1:35:14.880   571488     N    0    0    0
 1:35:15.670   571567     N    0    0    0
 1:35:16.440   571644     N    0    0    0
 1:35:17.200   571720     N    0    0    0
 1:35:18.040   571804     N    0    0    0
 1:35:18.830   571883     N    0    0    0
 1:35:19.590   571959     N    0    0    0
 1:35:20.340   572034     N    0    0    0
 1:35:21.170   572117     N    0    0    0
 1:35:22.010   572201     N    0    0    0
 1:35:22.820   572282     N    0    0    0
 1:35:23.600   572360     N    0    0    0
 1:35:24.380   572438     N    0    0    0
 1:35:25.140   572514     N    0    0    0
 1:35:25.950   572595     N    0    0    0
 1:35:26.750   572675     N    0    0    0
 1:35:27.570   572757     N    0    0    0
 1:35:28.430   572843     N    0    0    0
 1:35:29.350   572935     N    0    0    0
 1:35:30.220   573022     N    0    0    0
 1:35:31.180   573118     N    0    0    0
 1:35:32.200   573220     N    0    0    0
 1:35:33.150   573315     N    0    0    0
 1:35:34.060   573406     N    0    0    0
 1:35:34.950   573495     N    0    0    0
 1:35:35.860   573586     N    0    0    0
 1:35:36.780   573678     N    0    0    0
 1:35:37.650   573765     N    0    0    0
 1:35:38.570   573857     N    0    0    0
 1:35:39.520   573952     N    0    0    0
 1:35:40.420   574042     N    0    0    0
 1:35:41.360   574136     N    0    0    0
 1:35:42.310   574231     N    0    0    0
 1:35:43.220   574322     N    0    0    0
 1:35:44.170   574417     N    0    0    0
 1:35:45.160   574516     N    0    0    0
 1:35:46.090   574609     N    0    0    0
 1:35:47.010   574701     N    0    0    0
 1:35:47.990   574799     N    0    0    0
 1:35:48.960   574896     N    0    0    0
 1:35:49.920   574992     N    0    0    0
 1:35:51.000   575100     N    0    0    0
 1:35:52.040   575204     N    0    0    0
 1:35:53.040   575304     N    0    0    0
 1:35:54.120   575412     N    0    0    0
 1:35:55.240   575524     N    0    0    0
 1:35:56.320   575632     N    0    0    0
 1:35:57.460   575746     N    0    0    0
 1:35:58.550   575855     N    0    0    0
 1:35:59.740   575974     N    0    0    0
 1:36:00.880   576088     N    0    0    0
 1:36:01.840   576184     N    0    0    0
 1:36:02.760   576276     N    0    0    0
 1:36:03.740   576374     N    0    0    0
 1:36:04.620   576462     N    0    0    0
 1:36:05.460   576546     N    0    0    0
 1:36:06.240   576624     N    0    0    0
 1:36:07.000   576700     N    0    0    0
 1:36:07.740   576774     N    0    0    0
 1:36:08.500   576850     N    0    0    0
 1:36:09.090   576909     N    0    0    0
 1:36:10.250   577025     N    0    0    0
 1:36:11.180   577118     N    0    0    0
 1:36:12.180   577218     N    0    0    0
 1:36:13.130   577313     N    0    0    0
 1:36:14.150   577415     N    0    0    0
 1:36:15.160   577516     N    0    0    0
 1:36:16.150   577615     N    0    0    0
 1:36:17.160   577716     N    0    0    0
 1:36:18.180   577818     N    0    0    0
 1:36:19.140   577914     N    0    0    0
 1:36:20.120   578012     N    0    0    0
 1:36:21.090   578109     N    0    0    0
 1:36:22.070   578207     N    0    0    0
 1:36:22.990   578299     N    0    0    0
 1:36:23.920   578392     N    0    0    0
 1:36:24.910   578491     N    0    0    0
 1:36:25.850   578585     N    0    0    0
 1:36:26.770   578677     N    0    0    0
 1:36:27.710   578771     N    0    0    0
 1:36:28.660   578866     N    0    0    0
 1:36:29.550   578955     N    0    0    0
 1:36:30.460   579046     N    0    0    0
 1:36:31.500   579150     N    0    0    0
 1:36:32.440   579244     N    0    0    0
 1:36:33.410   579341     N    0    0    0
 1:36:34.390   579439     N    0    0    0
 1:36:35.340   579534     N    0    0    0
 1:36:36.220   579622     N    0    0    0
 1:36:37.100   579710     N    0    0    0
 1:36:37.920   579792     N    0    0    0
 1:36:38.730   579873     N    0    0    0
 1:36:39.590   579959     N    0    0    0
 1:36:40.540   580054     N    0    0    0
 1:36:41.390   580139     N    0    0    0
 1:36:42.230   580223     N    0    0    0
 1:36:43.070   580307     N    0    0    0
 1:36:43.980   580398     N    0    0    0
 1:36:44.870   580487     N    0    0    0
 1:36:45.820   580582     N    0    0    0
 1:36:46.800   580680     N    0    0    0
 1:36:47.760   580776     N    0    0    0
 1:36:48.760   580876     N    0    0    0
 1:36:49.720   580972     N    0    0    0
 1:36:50.750   581075     N    0    0    0
 1:36:51.820   581182     N    0    0    0
 1:36:52.860   581286     N    0    0    0
 1:36:53.880   581388     N    0    0    0
 1:36:54.920   581492     N    0    0    0
 1:36:55.950   581595     N    0    0    0
 1:36:56.940   581694     N    0    0    0
 1:36:57.990   581799     N    0    0    0
 1:36:59.130   581913     N    0    0    0
 1:37:00.200   582020     N    0    0    0
 1:37:01.260   582126     N    0    0    0
 1:37:02.370   582237     N    0    0    0
 1:37:03.450   582345     N    0    0    0
 1:37:04.430   582443     N    0    0    0
 1:37:05.400   582540     N    0    0    0
 1:37:06.440   582644     N    0    0    0
 1:37:07.530   582753     N    0    0    0
 1:37:08.610   582861     N    0    0    0
 1:37:09.750   582975     N    0    0    0
 1:37:10.850   583085     N    0    0    0
 1:37:12.010   583201     N    0    0    0
 1:37:13.140   583314     N    0    0    0
 1:37:14.130   583413     N    0    0    0
 1:37:15.070   583507     N    0    0    0
 1:37:16.090   583609     N    0    0    0
 1:37:16.990   583699     N    0    0    0
 1:37:17.800   583780     N    0    0    0
 1:37:18.600   583860     N    0    0    0
 1:37:19.410   583941     N    0    0    0
 1:37:20.190   584019     N    0    0    0
 1:37:20.940   584094     N    0    0    0
 1:37:21.690   584169     N    0    0    0
 1:37:22.480   584248     N    0    0    0
 1:37:23.280   584328     N    0    0    0
 1:37:24.090   584409     N    0    0    0
 1:37:24.860   584486     N    0    0    0
 1:37:25.590   584559     N    0    0    0
 1:37:26.290   584629     N    0    0    0
 1:37:26.980   584698     N    0    0    0
 1:37:27.660   584766     N    0    0    0
 1:37:28.340   584834     N    0    0    0
 1:37:29.110   584911     N    0    0    0
 1:37:30.020   585002     N    0    0    0
 1:37:31.050   585105     N    0    0    0
 1:37:32.030   585203     N    0    0    0
 1:37:33.030   585303     N    0    0    0
 1:37:34.040   585404     N    0    0    0
 1:37:35.000   585500     N    0    0    0
 1:37:35.970   585597     N    0    0    0
 1:37:36.890   585689     N    0    0    0
 1:37:37.770   585777     N    0    0    0
 1:37:38.660   585866     N    0    0    0
 1:37:39.520   585952     N    0    0    0
 1:37:40.370   586037     N    0    0    0
 1:37:41.280   586128     N    0    0    0
 1:37:42.260   586226     N    0    0    0
 1:37:43.190   586319     N    0    0    0
 1:37:44.110   586411     N    0    0    0
 1:37:45.080   586508     N    0    0    0
 1:37:46.090   586609     N    0    0    0
 1:37:47.060   586706     N    0    0    0
 1:37:48.060   586806     N    0    0    0
 1:37:49.140   586914     N    0    0    0
 1:37:50.190   587019     N    0    0    0
 1:37:51.230   587123     N    0    0    0
 1:37:52.250   587225     N    0    0    0
 1:37:53.230   587323     N    0    0    0
 1:37:54.210   587421     N    0    0    0
 1:37:55.260   587526     N    0    0    0
 1:37:56.230   587623     N    0    0    0
 1:37:57.200   587720     N    0    0    0
 1:37:58.230   587823     N    0    0    0
 1:37:59.190   587919     N    0    0    0
 1:38:00.080   588008     N    0    0    0
 1:38:01.000   588100     N    0    0    0
 1:38:01.890   588189     N    0    0    0
 1:38:02.740   588274     N    0    0    0
 1:38:03.560   588356     N    0    0    0
 1:38:04.370   588437     N    0    0    0
 1:38:05.170   588517     N    0    0    0
 1:38:05.940   588594     N    0    0    0
 1:38:06.690   588669     N    0    0    0
 1:38:07.510   588751     N    0    0    0
 1:38:08.330   588833     N    0    0    0
 1:38:09.100   588910     N    0    0    0
 1:38:09.860   588986     N    0    0    0
 1:38:10.630   589063     N    0    0    0
 1:38:11.490   589149     N    0    0    0
 1:38:12.340   589234     N    0    0    0
 1:38:13.220   589322     N    0    0    0
 1:38:14.120   589412     N    0    0    0
 1:38:15.000   589500     N    0    0    0
 1:38:15.910   589591     N    0    0    0
 1:38:16.930   589693     N    0    0    0
 1:38:17.980   589798     N    0    0    0
 1:38:18.940   589894     N    0    0    0
 1:38:19.890   589989     N    0    0    0
 1:38:20.930   590093     N    0    0    0
 1:38:21.900   590190     N    0    0    0
 1:38:22.810   590281     N    0    0    0
 1:38:23.760   590376     N    0    0    0
 1:38:24.680   590468     N    0    0    0
 1:38:25.540   590554     N    0    0    0
 1:38:26.420   590642     N    0    0    0
 1:38:27.320   590732     N    0    0    0
 1:38:28.220   590822     N    0    0    0
 1:38:29.120   590912     N    0    0    0
 1:38:30.060   591006     N    0    0    0
 1:38:31.020   591102     N    0    0    0
 1:38:31.980   591198     N    0    0    0
 1:38:32.980   591298     N    0    0    0
 1:38:34.020   591402     N    0    0    0
 1:38:34.990   591499     N    0    0    0
 1:38:35.990   591599     N    0    0    0
 1:38:37.020   591702     N    0    0    0
 1:38:38.020   591802     N    0    0    0
 1:38:39.030   591903     N    0    0    0
 1:38:40.110   592011     N    0    0    0
 1:38:41.120   592112     N    0    0    0
 1:38:42.150   592215     N    0    0    0
 1:38:43.230   592323     N    0    0    0
 1:38:44.170   592417     N    0    0    0
 1:38:45.110   592511     N    0    0    0
 1:38:45.980   592598     N    0    0    0
 1:38:46.780   592678     N    0    0    0
 1:38:47.580   592758     N    0    0    0
 1:38:48.380   592838     N    0    0    0
 1:38:49.160   592916     N    0    0    0
 1:38:49.940   592994     N    0    0    0
 1:38:50.740   593074     N    0    0    0
 1:38:51.610   593161     N    0    0    0
 1:38:52.470   593247     N    0    0    0
 1:38:53.250   593325     N    0    0    0
 1:38:54.020   593402     N    0    0    0
 1:38:54.800   593480     N    0    0    0
 1:38:55.600   593560     N    0    0    0
 1:38:56.450   593645     N    0    0    0
 1:38:57.290   593729     N    0    0    0
 1:38:58.190   593819     N    0    0    0
 1:38:59.240   593924     N    0    0    0
 1:39:00.200   594020     N    0    0    0
 1:39:01.180   594118     N    0    0    0
 1:39:02.220   594222     N    0    0    0
 1:39:03.260   594326     N    0    0    0
 1:39:04.230   594423     N    0    0    0
 1:39:05.230   594523     N    0    0    0
 1:39:06.250   594625     N    0    0    0
 1:39:07.220   594722     N    0    0    0
 1:39:08.140   594814     N    0    0    0
 1:39:09.070   594907     N    0    0    0
 1:39:10.030   595003     N    0    0    0
 1:39:10.990   595099     N    0    0    0
 1:39:11.910   595191     N    0    0    0
 1:39:12.900   595290     N    0    0    0
 1:39:13.910   595391     N    0    0    0
 1:39:14.880   595488     N    0    0    0
 1:39:15.850   595585     N    0    0    0
 1:39:16.840   595684     N    0    0    0
 1:39:17.770   595777     N    0    0    0
 1:39:18.800   595880     N    0    0    0
 1:39:19.800   595980     N    0    0    0
 1:39:20.750   596075     N    0    0    0
 1:39:21.830   596183     N    0    0    0
 1:39:22.870   596287     N    0    0    0
 1:39:23.860   596386     N    0    0    0
 1:39:24.810   596481     N    0    0    0
 1:39:25.680   596568     N    0    0    0
 1:39:26.490   596649     N    0    0    0
 1:39:27.290   596729     N    0    0    0
 1:39:28.390   596839     N    0    0    0
 1:39:29.410   596941     N    0    0    0
 1:39:30.380   597038     N    0    0    0
 1:39:31.280   597128     N    0    0    0
 1:39:32.140   597214     N    0    0    0
 1:39:33.010   597301     N    0    0    0
 1:39:33.920   597392     N    0    0    0
 1:39:34.820   597482     N    0    0    0
 1:39:35.720   597572     N    0    0    0
 1:39:36.650   597665     N    0    0    0
 1:39:37.670   597767     N    0    0    0
 1:39:38.660   597866     N    0    0    0
 1:39:39.580   597958     N    0    0    0
 1:39:40.530   598053     N    0    0    0
 1:39:41.510   598151     N    0    0    0
 1:39:42.410   598241     N    0    0    0
 1:39:43.280   598328     N    0    0    0
 1:39:44.210   598421     N    0    0    0
 1:39:45.150   598515     N    0    0    0
 1:39:46.050   598605     N    0    0    0
 1:39:46.990   598699     N    0    0    0
 1:39:47.920   598792     N    0    0    0
 1:39:48.790   598879     N    0    0    0
 1:39:49.680   598968     N    0    0    0
 1:39:50.560   599056     N    0    0    0
 1:39:51.430   599143     N    0    0    0
 1:39:52.320   599232     N    0    0    0
 1:39:53.240   599324     N    0    0    0
 1:39:54.160   599416     N    0    0    0
 1:39:55.130   599513     N    0    0    0
 1:39:56.110   599611     N    0    0    0
 1:39:57.090   599709     N    0    0    0
 1:39:58.140   599814     N    0    0    0
 1:39:59.210   599921     N    0    0    0
 1:40:00.230   600023     N    0    0    0
 1:40:01.350   600135     N    0    0    0
 1:40:02.480   600248     N    0    0    0
 1:40:03.540   600354     N    0    0    0
 1:40:04.680   600468     N    0    0    0
 1:40:05.730   600573     N    0    0    0
 1:40:06.620   600662     N    0    0    0
 1:40:07.440   600744     N    0    0    0
 1:40:08.250   600825     N    0    0    0
 1:40:09.130   600913     N    0    0    0
 1:40:09.930   600993     N    0    0    0
 1:40:10.700   601070     N    0    0    0
 1:40:11.450   601145     N    0    0    0
 1:40:12.470   601247     N    0    0    0
 1:40:13.430   601343     N    0    0    0
 1:40:14.340   601434     N    0    0    0
 1:40:15.170   601517     N    0    0    0
 1:40:15.950   601595     N    0    0    0
 1:40:16.750   601675     N    0    0    0
 1:40:17.550   601755     N    0    0    0
 1:40:18.380   601838     N    0    0    0
 1:40:19.200   601920     N    0    0    0
 1:40:20.090   602009     N    0    0    0
 1:40:21.050   602105     N    0    0    0
 1:40:21.960   602196     N    0    0    0
 1:40:22.880   602288     N    0    0    0
 1:40:23.780   602378     N    0    0    0
 1:40:24.660   602466     N    0    0    0
 1:40:25.590   602559     N    0    0    0
 1:40:26.580   602658     N    0    0    0
 1:40:27.520   602752     N    0    0    0
 1:40:28.440   602844     N    0    0    0
 1:40:29.410   602941     N    0    0    0
 1:40:30.340   603034     N    0    0    0
 1:40:31.250   603125     N    0    0    0
 1:40:32.160   603216     N    0    0    0
 1:40:33.150   603315     N    0    0    0
 1:40:34.100   603410     N    0    0    0
 1:40:35.000   603500     N    0    0    0
 1:40:35.980   603598     N    0    0    0
 1:40:36.930   603693     N    0    0    0
 1:40:37.850   603785     N    0    0    0
 1:40:38.790   603879     N    0    0    0
 1:40:39.710   603971     N    0    0    0
 1:40:40.620   604062     N    0    0    0
 1:40:41.560   604156     N    0    0    0
 1:40:42.530   604253     N    0    0    0
 1:40:43.550   604355     N    0    0    0
 1:40:44.550   604455     N    0    0    0
 1:40:45.610   604561     N    0    0    0
 1:40:46.680   604668     N    0    0    0
 1:40:47.670   604767     N    0    0    0
 1:40:48.760   604876     N    0    0    0
 1:40:49.750   604975     N    0    0    0
 1:40:50.610   605061     N    0    0    0
 1:40:51.420   605142     N    0    0    0
 1:40:52.180   605218     N    0    0    0
 1:40:52.940   605294     N    0    0    0
 1:40:53.710   605371     N    0    0    0
 1:40:54.500   605450     N    0    0    0
 1:40:55.290   605529     N    0    0    0
 1:40:56.090   605609     N    0    0    0
 1:40:56.850   605685     N    0    0    0
 1:40:57.630   605763     N    0    0    0
 1:40:58.450   605845     N    0    0    0
 1:40:59.330   605933     N    0    0    0
 1:41:00.390   606039     N    0    0    0
 1:41:01.330   606133     N    0    0    0
 1:41:02.320   606232     N    0    0    0
 1:41:03.340   606334     N    0    0    0
 1:41:04.280   606428     N    0    0    0
 1:41:05.230   606523     N    0    0    0
 1:41:06.220   606622     N    0    0    0
 1:41:07.140   606714     N    0    0    0
 1:41:08.000   606800     N    0    0    0
 1:41:08.850   606885     N    0    0    0
 1:41:09.700   606970     N    0    0    0
 1:41:10.530   607053     N    0    0    0
 1:41:11.370   607137     N    0    0    0
 1:41:12.290   607229     N    0    0    0
 1:41:13.190   607319     N    0    0    0
 1:41:14.050   607405     N    0    0    0
 1:41:14.950   607495     N    0    0    0
 1:41:15.900   607590     N    0    0    0
 1:41:16.870   607687     N    0    0    0
 1:41:17.830   607783     N    0    0    0
 1:41:18.880   607888     N    0    0    0
 1:41:19.950   607995     N    0    0    0
 1:41:20.920   608092     N    0    0    0
 1:41:21.910   608191     N    0    0    0
 1:41:22.910   608291     N    0    0    0
 1:41:23.870   608387     N    0    0    0
 1:41:24.890   608489     N    0    0    0
 1:41:25.870   608587     N    0    0    0
 1:41:26.760   608676     N    0    0    0
 1:41:27.680   608768     N    0    0    0
 1:41:28.570   608857     N    0    0    0
 1:41:29.390   608939     N    0    0    0
 1:41:30.180   609018     N    0    0    0
 1:41:31.030   609103     N    0    0    0
 1:41:31.850   609185     N    0    0    0
 1:41:32.630   609263     N    0    0    0
 1:41:33.390   609339     N    0    0    0
 1:41:34.150   609415     N    0    0    0
 1:41:34.910   609491     N    0    0    0
 1:41:35.660   609566     N    0    0    0
 1:41:36.390   609639     N    0    0    0
 1:41:37.110   609711     N    0    0    0
 1:41:37.800   609780     N    0    0    0
 1:41:38.490   609849     N    0    0    0
 1:41:39.170   609917     N    0    0    0
 1:41:39.860   609986     N    0    0    0
 1:41:40.680   610068     N    0    0    0
 1:41:41.470   610147     N    0    0    0
